hour,day_of_week,rain_mm,road_type_enc,accident_rate_norm,speed_limit,school_zone,hospital_zone,ped_density_enc,lane_count,has_signal,traffic_vol_norm,incident_weight,cops_deployed,risk_label
0.130,0.167,0.000,0.600,0.400,0.800,0.000,0.000,1.000,0.250,1.000,0.134,0.000,0.100,30
0.522,0.833,0.200,1.000,0.633,0.500,0.000,1.000,0.667,0.500,1.000,0.590,0.000,0.400,47
0.783,0.833,0.200,1.000,0.600,0.500,1.000,0.000,1.000,0.500,1.000,1.000,0.000,0.100,74
0.913,0.833,0.000,0.900,0.200,0.800,0.000,1.000,1.000,0.250,1.000,0.113,0.000,0.200,29
0.391,0.167,0.200,1.000,0.333,0.500,1.000,0.000,0.667,0.500,1.000,0.923,0.000,0.300,66
0.522,0.833,0.000,0.800,0.667,0.500,0.000,0.000,0.333,0.500,0.000,0.584,0.000,0.000,42
0.522,0.167,0.000,0.600,0.500,0.500,0.000,0.000,1.000,0.500,1.000,0.552,0.000,0.300,45
0.000,0.833,0.200,0.600,0.267,0.800,0.000,0.000,0.667,0.250,0.000,0.132,0.000,0.400,17
0.783,0.833,0.200,1.000,0.633,0.500,0.000,1.000,0.667,0.500,1.000,0.851,0.000,0.400,58
0.261,0.833,0.000,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.378,0.000,0.000,34
0.522,0.833,0.200,1.000,0.333,0.500,1.000,0.000,0.667,0.500,1.000,0.520,0.000,0.200,39
0.913,0.167,0.000,0.800,0.867,0.300,0.000,0.000,0.333,0.750,1.000,0.122,0.000,0.300,39
0.391,0.833,0.200,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.844,0.000,0.300,54
0.522,0.167,0.200,1.000,0.467,0.500,0.000,0.000,0.667,0.500,1.000,0.656,0.000,0.300,54
0.391,0.833,0.200,1.000,0.400,0.500,1.000,0.000,0.667,0.500,1.000,0.687,0.000,0.400,48
0.522,0.167,0.200,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.486,0.000,0.300,42
0.000,0.167,0.200,0.900,0.333,0.500,1.000,0.000,1.000,0.500,1.000,0.148,0.000,0.200,41
0.261,0.167,0.000,1.000,0.600,0.500,1.000,0.000,1.000,0.500,1.000,0.443,0.000,0.100,57
0.913,0.167,0.000,0.600,0.300,0.800,0.000,0.000,0.667,0.250,0.000,0.124,0.000,0.200,27
0.000,0.833,0.200,1.000,0.933,0.300,0.000,1.000,1.000,0.750,1.000,0.155,0.000,0.300,50
0.130,0.833,0.200,1.000,0.600,0.500,0.000,0.000,0.667,0.500,1.000,0.135,0.000,0.400,32
0.000,0.833,0.200,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.140,0.000,0.300,30
0.261,0.167,0.000,1.000,0.533,0.500,1.000,0.000,0.667,0.500,1.000,0.311,0.000,0.100,43
0.261,0.167,0.200,1.000,0.667,0.300,0.000,0.000,1.000,0.750,1.000,0.348,0.000,0.400,53
0.522,0.833,0.200,0.800,0.800,0.300,0.000,0.000,0.333,0.750,1.000,0.542,0.000,0.400,40
0.522,0.833,0.200,1.000,0.667,0.500,0.000,0.000,0.667,0.500,1.000,0.518,0.000,0.200,50
0.652,0.167,0.000,1.000,0.467,0.500,0.000,0.000,0.667,0.500,1.000,0.593,0.000,0.100,50
0.913,0.833,0.200,0.600,0.467,0.500,0.000,0.000,1.000,0.500,1.000,0.142,0.000,0.100,29
0.913,0.833,0.000,1.000,0.567,0.500,0.000,0.000,0.667,0.500,1.000,0.133,0.000,0.200,32
0.261,0.833,0.000,1.000,0.367,0.500,0.000,0.000,0.333,0.500,1.000,0.305,0.000,0.300,29
0.000,0.833,0.200,0.600,0.467,0.500,0.000,0.000,1.000,0.500,1.000,0.129,0.000,0.300,30
0.783,0.833,0.200,0.600,0.467,0.500,0.000,0.000,1.000,0.500,1.000,0.774,0.000,0.400,51
0.261,0.167,0.200,0.900,0.333,0.500,1.000,0.000,1.000,0.500,1.000,0.331,0.000,0.300,45
0.522,0.167,0.000,1.000,0.667,0.500,0.000,0.000,0.667,0.500,1.000,0.518,0.000,0.300,53
0.000,0.833,0.200,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.148,0.000,0.200,32
0.130,0.167,0.000,0.800,0.833,0.500,0.000,0.000,0.333,0.500,1.000,0.130,0.000,0.300,39
0.000,0.833,0.000,0.800,0.633,0.500,0.000,0.000,0.333,0.500,0.000,0.125,0.000,0.000,28
0.522,0.833,0.000,1.000,0.400,0.500,1.000,0.000,0.667,0.500,1.000,0.539,0.000,0.000,40
0.130,0.167,0.200,1.000,0.667,0.500,0.000,0.000,0.667,0.500,1.000,0.146,0.000,0.300,45
0.391,0.167,0.200,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.924,0.000,0.100,66
0.913,0.167,0.200,1.000,0.333,0.500,0.000,0.000,0.333,0.500,1.000,0.151,0.000,0.200,31
0.913,0.833,0.000,0.600,0.233,0.800,0.000,1.000,0.667,0.250,1.000,0.151,0.000,0.000,27
0.000,0.833,0.000,1.000,0.300,0.500,0.000,0.000,0.333,0.500,1.000,0.161,0.000,0.200,24
0.522,0.833,0.000,0.900,0.333,0.500,1.000,0.000,1.000,0.500,1.000,0.525,0.000,0.100,38
0.913,0.167,0.000,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.152,0.000,0.000,34
0.522,0.833,0.200,0.800,0.567,0.500,0.000,0.000,0.333,0.500,0.000,0.510,0.000,0.100,41
0.000,0.833,0.000,1.000,0.533,0.500,1.000,0.000,0.667,0.500,1.000,0.134,0.000,0.000,36
0.000,0.167,0.000,0.900,0.200,0.800,0.000,1.000,1.000,0.250,1.000,0.152,0.000,0.200,29
0.000,0.167,0.200,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.148,0.000,0.100,39
0.261,0.833,0.000,1.000,0.333,0.500,1.000,0.000,0.667,0.500,1.000,0.415,0.000,0.100,34
0.522,0.833,0.200,1.000,0.667,0.300,0.000,0.000,1.000,0.750,1.000,0.568,0.000,0.200,52
0.391,0.833,0.000,1.000,0.567,0.500,0.000,0.000,0.667,0.500,1.000,0.881,0.000,0.000,56
0.783,0.167,0.000,0.600,0.600,0.800,0.000,0.000,1.000,0.250,1.000,0.965,0.000,0.100,71
0.522,0.833,0.000,0.600,0.367,0.800,0.000,0.000,1.000,0.250,1.000,0.516,0.000,0.300,29
0.652,0.167,0.000,0.600,0.300,0.800,0.000,0.000,0.667,0.250,0.000,0.568,0.000,0.300,35
0.913,0.167,0.000,0.600,0.233,0.800,0.000,1.000,0.667,0.250,1.000,0.151,0.000,0.100,30
0.130,0.167,0.000,1.000,0.733,0.300,0.000,0.000,1.000,0.750,1.000,0.113,0.000,0.300,47
0.000,0.833,0.200,1.000,0.400,0.500,1.000,0.000,0.667,0.500,1.000,0.130,0.000,0.300,34
0.783,0.833,0.000,0.600,0.600,0.800,0.000,0.000,1.000,0.250,1.000,0.965,0.000,0.300,58
0.391,0.833,0.000,0.800,0.567,0.500,0.000,0.000,0.333,0.500,0.000,0.867,0.000,0.000,50
0.261,0.833,0.200,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.380,0.000,0.100,34
0.652,0.167,0.200,1.000,0.500,0.500,0.000,0.000,0.667,0.500,1.000,0.532,0.000,0.400,50
0.130,0.833,0.200,0.600,0.367,0.800,0.000,0.000,1.000,0.250,1.000,0.136,0.000,0.200,26
0.000,0.833,0.200,1.000,0.467,0.500,1.000,0.000,0.667,0.500,1.000,0.133,0.000,0.400,34
0.652,0.833,0.200,1.000,0.467,0.500,1.000,0.000,0.667,0.500,1.000,0.597,0.000,0.200,47
0.130,0.167,0.200,0.800,0.633,0.500,0.000,0.000,0.333,0.500,0.000,0.123,0.000,0.200,37
0.261,0.833,0.200,1.000,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.315,0.000,0.100,37
0.913,0.167,0.200,1.000,0.467,0.500,0.000,0.000,0.667,0.500,1.000,0.141,0.000,0.300,35
0.000,0.833,0.200,1.000,0.567,0.500,0.000,0.000,0.667,0.500,1.000,0.126,0.000,0.100,35
0.130,0.167,0.000,1.000,0.400,0.500,1.000,0.000,0.667,0.500,1.000,0.151,0.000,0.000,37
0.130,0.167,0.000,0.800,0.667,0.500,0.000,0.000,0.333,0.500,0.000,0.143,0.000,0.300,35
0.391,0.833,0.000,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.924,0.000,0.200,50
0.261,0.833,0.000,0.600,0.267,0.800,0.000,0.000,0.667,0.250,0.000,0.391,0.000,0.000,29
0.000,0.833,0.000,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.140,0.000,0.200,29
0.000,0.167,0.200,1.000,0.633,0.500,0.000,1.000,0.667,0.500,1.000,0.138,0.000,0.100,44
0.130,0.167,0.200,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.146,0.000,0.300,32
0.522,0.167,0.200,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.509,0.000,0.400,39
0.261,0.167,0.200,0.800,0.633,0.500,0.000,0.000,0.333,0.500,0.000,0.330,0.000,0.400,39
0.130,0.167,0.200,0.800,0.567,0.500,0.000,0.000,0.333,0.500,0.000,0.127,0.000,0.300,31
0.391,0.167,0.200,0.800,0.733,0.500,0.000,0.000,0.333,0.500,0.000,0.812,0.000,0.400,64
0.130,0.833,0.200,0.500,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.138,0.000,0.400,18
0.913,0.167,0.000,1.000,0.500,0.500,1.000,0.000,0.667,0.500,1.000,0.128,0.000,0.000,40
0.391,0.833,0.200,1.000,0.600,0.500,0.000,0.000,0.667,0.500,1.000,0.882,0.000,0.100,61
0.783,0.167,0.000,0.600,0.300,0.500,0.000,0.000,0.667,0.500,1.000,0.775,0.000,0.200,48
0.261,0.167,0.200,1.000,0.333,0.500,1.000,0.000,0.667,0.500,1.000,0.415,0.000,0.100,44
0.913,0.167,0.000,1.000,0.333,0.500,0.000,0.000,0.333,0.500,1.000,0.151,0.000,0.100,30
0.783,0.167,0.000,1.000,0.500,0.500,1.000,0.000,0.667,0.500,1.000,1.000,0.000,0.100,74
0.261,0.167,0.000,1.000,0.500,0.500,0.000,0.000,0.667,0.500,1.000,0.332,0.000,0.300,37
0.391,0.833,0.000,1.000,0.667,0.300,0.000,0.000,1.000,0.750,1.000,0.735,0.000,0.200,54
0.261,0.833,0.200,1.000,0.733,0.300,0.000,0.000,1.000,0.750,1.000,0.346,0.000,0.300,49
0.000,0.167,0.200,0.600,0.300,0.500,0.000,0.000,0.667,0.500,1.000,0.117,0.000,0.400,22
0.652,0.833,0.000,1.000,0.400,0.500,1.000,0.000,0.667,0.500,1.000,0.529,0.000,0.100,43
0.783,0.167,0.200,0.800,0.800,0.300,0.000,0.000,0.333,0.750,1.000,0.818,0.000,0.400,69
0.913,0.833,0.000,0.600,0.300,0.800,0.000,0.000,0.667,0.250,0.000,0.124,0.000,0.000,25
0.391,0.167,0.200,0.600,0.267,0.800,0.000,0.000,0.667,0.250,0.000,0.986,0.000,0.400,54
0.130,0.833,0.000,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.144,0.000,0.100,24
0.000,0.167,0.200,1.000,0.600,0.500,0.000,0.000,0.667,0.500,1.000,0.148,0.000,0.200,39
0.783,0.833,0.000,1.000,0.500,0.500,1.000,0.000,0.667,0.500,1.000,1.000,0.000,0.100,63
0.913,0.167,0.200,0.900,0.200,0.800,0.000,1.000,1.000,0.250,1.000,0.113,0.000,0.400,34
0.391,0.833,0.200,0.600,0.400,0.800,0.000,0.000,1.000,0.250,1.000,0.731,0.000,0.400,46
0.000,0.167,0.000,1.000,0.467,0.500,1.000,0.000,0.667,0.500,1.000,0.133,0.000,0.000,43
0.522,0.167,0.200,1.000,0.600,0.500,0.000,0.000,0.667,0.500,1.000,0.571,0.000,0.400,55
0.913,0.833,0.200,0.600,0.300,0.800,0.000,0.000,0.667,0.250,0.000,0.124,0.000,0.100,26
0.652,0.833,0.000,1.000,0.600,0.500,1.000,0.000,1.000,0.500,1.000,0.653,0.000,0.100,50
0.000,0.167,0.200,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.140,0.000,0.400,34
0.652,0.833,0.200,1.000,0.333,0.500,0.000,0.000,0.333,0.500,1.000,0.574,0.000,0.100,40
0.783,0.833,0.200,0.600,0.233,0.800,0.000,1.000,0.667,0.250,1.000,1.000,0.000,0.100,51
0.000,0.167,0.000,0.600,0.400,0.800,0.000,0.000,1.000,0.250,1.000,0.133,0.000,0.200,33
0.130,0.167,0.200,0.900,0.333,0.500,1.000,0.000,1.000,0.500,1.000,0.128,0.000,0.100,41
0.261,0.167,0.200,1.000,0.700,0.500,0.000,0.000,0.667,0.500,1.000,0.324,0.000,0.200,53
0.000,0.167,0.000,1.000,0.333,0.500,1.000,0.000,0.667,0.500,1.000,0.165,0.000,0.000,40
0.652,0.167,0.000,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.522,0.000,0.100,42
0.652,0.167,0.000,0.600,0.233,0.500,0.000,0.000,0.333,0.500,1.000,0.576,0.000,0.100,31
0.261,0.833,0.200,1.000,0.533,0.500,0.000,0.000,0.667,0.500,1.000,0.447,0.000,0.100,45
0.130,0.167,0.000,0.600,0.367,0.800,0.000,0.000,1.000,0.250,1.000,0.136,0.000,0.100,30
0.652,0.833,0.200,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.659,0.000,0.300,38
0.130,0.167,0.000,0.600,0.467,0.500,0.000,0.000,1.000,0.500,1.000,0.143,0.000,0.100,31
0.391,0.833,0.000,1.000,0.467,0.500,1.000,0.000,0.667,0.500,1.000,0.817,0.000,0.100,56
0.130,0.833,0.200,0.800,0.200,0.500,0.000,0.000,0.333,0.500,1.000,0.126,0.000,0.100,22
0.000,0.167,0.000,1.000,0.467,0.500,0.000,0.000,0.667,0.500,1.000,0.135,0.000,0.200,37
0.261,0.167,0.200,1.000,0.733,0.300,0.000,0.000,1.000,0.750,1.000,0.346,0.000,0.100,61
0.783,0.833,0.000,0.900,0.267,0.800,1.000,0.000,1.000,0.250,1.000,0.808,0.000,0.200,50
0.000,0.833,0.200,0.600,0.500,0.500,0.000,0.000,1.000,0.500,1.000,0.140,0.000,0.100,32
0.783,0.833,0.200,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.907,0.000,0.400,51
0.913,0.167,0.200,0.800,0.733,0.500,0.000,0.000,0.333,0.500,0.000,0.119,0.000,0.200,44
0.261,0.833,0.200,1.000,0.500,0.500,0.000,0.000,0.667,0.500,1.000,0.332,0.000,0.100,36
0.130,0.833,0.200,0.900,0.200,0.800,0.000,1.000,1.000,0.250,1.000,0.148,0.000,0.100,32
0.522,0.833,0.200,0.800,0.867,0.300,0.000,0.000,0.333,0.750,1.000,0.614,0.000,0.200,49
0.130,0.167,0.000,0.600,0.500,0.500,0.000,0.000,1.000,0.500,1.000,0.126,0.000,0.200,30
0.261,0.833,0.000,0.900,0.267,0.800,1.000,0.000,1.000,0.250,1.000,0.382,0.000,0.000,39
0.522,0.167,0.000,1.000,0.500,0.500,0.000,0.000,0.667,0.500,1.000,0.564,0.000,0.300,48
0.913,0.833,0.200,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.152,0.000,0.100,30
0.522,0.833,0.200,1.000,0.733,0.300,0.000,0.000,1.000,0.750,1.000,0.475,0.000,0.300,52
0.130,0.167,0.200,1.000,0.933,0.300,0.000,1.000,1.000,0.750,1.000,0.153,0.000,0.300,54
0.391,0.833,0.000,0.800,0.833,0.500,0.000,0.000,0.333,0.500,1.000,0.821,0.000,0.300,56
0.652,0.167,0.200,1.000,0.467,0.500,0.000,0.000,0.667,0.500,1.000,0.593,0.000,0.200,52
0.130,0.833,0.200,1.000,0.400,0.500,1.000,0.000,0.667,0.500,1.000,0.151,0.000,0.400,28
0.913,0.167,0.000,1.000,0.933,0.300,0.000,1.000,1.000,0.750,1.000,0.126,0.000,0.100,54
0.522,0.167,0.000,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.553,0.000,0.100,46
0.130,0.833,0.200,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.132,0.000,0.300,27
0.522,0.833,0.200,1.000,0.533,0.500,1.000,0.000,0.667,0.500,1.000,0.477,0.000,0.400,41
0.783,0.167,0.200,0.800,0.567,0.500,0.000,0.000,0.333,0.500,0.000,0.942,0.000,0.100,69
0.130,0.167,0.000,1.000,0.933,0.300,0.000,1.000,1.000,0.750,1.000,0.153,0.000,0.200,51
0.261,0.833,0.200,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.340,0.000,0.200,31
0.913,0.167,0.000,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.127,0.000,0.100,34
0.783,0.833,0.000,1.000,0.700,0.500,0.000,0.000,0.667,0.500,1.000,0.927,0.000,0.200,63
0.652,0.167,0.200,1.000,0.533,0.500,0.000,1.000,1.000,0.500,1.000,0.638,0.000,0.200,58
0.130,0.833,0.000,0.800,0.800,0.300,0.000,0.000,0.333,0.750,1.000,0.115,0.000,0.000,37
0.391,0.167,0.000,0.900,0.333,0.500,1.000,0.000,1.000,0.500,1.000,0.841,0.000,0.200,65
0.130,0.833,0.200,0.600,0.300,0.500,0.000,0.000,0.667,0.500,1.000,0.134,0.000,0.400,21
0.913,0.167,0.200,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.157,0.000,0.400,33
0.522,0.833,0.200,1.000,0.400,0.500,1.000,0.000,0.667,0.500,1.000,0.539,0.000,0.100,42
0.000,0.833,0.200,1.000,0.500,0.500,0.000,0.000,0.667,0.500,1.000,0.150,0.000,0.200,33
0.261,0.167,0.000,0.600,0.500,0.500,0.000,0.000,1.000,0.500,1.000,0.362,0.000,0.000,39
0.261,0.833,0.000,0.600,0.367,0.800,0.000,0.000,1.000,0.250,1.000,0.321,0.000,0.000,33
0.522,0.833,0.200,1.000,0.700,0.500,0.000,0.000,0.667,0.500,1.000,0.591,0.000,0.400,45
0.391,0.833,0.000,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.844,0.000,0.200,51
0.522,0.833,0.200,0.800,0.633,0.500,0.000,0.000,0.333,0.500,0.000,0.523,0.000,0.100,45
0.783,0.167,0.200,0.800,0.633,0.500,0.000,0.000,0.333,0.500,0.000,0.867,0.000,0.100,67
0.913,0.833,0.000,1.000,0.533,0.500,0.000,0.000,0.667,0.500,1.000,0.147,0.000,0.300,30
0.130,0.167,0.000,0.900,0.267,0.800,1.000,0.000,1.000,0.250,1.000,0.142,0.000,0.000,39
0.130,0.167,0.200,1.000,0.567,0.500,0.000,0.000,0.667,0.500,1.000,0.145,0.000,0.300,39
0.261,0.167,0.000,1.000,0.633,0.500,0.000,1.000,0.667,0.500,1.000,0.360,0.000,0.100,51
0.000,0.167,0.000,0.800,0.800,0.300,0.000,0.000,0.333,0.750,1.000,0.120,0.000,0.300,37
0.391,0.167,0.000,1.000,0.333,0.500,1.000,0.000,0.667,0.500,1.000,0.923,0.000,0.200,63
0.652,0.833,0.000,0.600,0.233,0.500,0.000,0.000,0.333,0.500,1.000,0.576,0.000,0.200,24
0.522,0.833,0.000,1.000,0.500,0.500,0.000,0.000,0.667,0.500,1.000,0.564,0.000,0.000,45
0.783,0.833,0.200,0.600,0.367,0.800,0.000,0.000,1.000,0.250,1.000,1.000,0.000,0.200,53
0.391,0.167,0.200,1.000,0.467,0.500,1.000,0.000,0.667,0.500,1.000,0.817,0.000,0.300,68
0.913,0.833,0.200,0.600,0.367,0.800,0.000,0.000,1.000,0.250,1.000,0.119,0.000,0.400,24
0.652,0.167,0.200,0.800,0.567,0.500,0.000,0.000,0.333,0.500,0.000,0.626,0.000,0.100,47
0.000,0.833,0.200,1.000,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.130,0.000,0.400,30
0.652,0.833,0.000,1.000,0.467,0.500,0.000,0.000,0.667,0.500,1.000,0.593,0.000,0.300,39
0.391,0.167,0.200,0.900,0.267,0.800,1.000,0.000,1.000,0.250,1.000,0.694,0.000,0.200,57
0.261,0.167,0.000,0.800,0.733,0.500,0.000,0.000,0.333,0.500,0.000,0.361,0.000,0.000,48
0.000,0.833,0.000,0.600,0.233,0.800,0.000,1.000,0.667,0.250,1.000,0.127,0.000,0.300,16
0.913,0.833,0.000,1.000,0.933,0.300,0.000,1.000,1.000,0.750,1.000,0.126,0.000,0.000,47
0.391,0.833,0.200,0.600,0.300,0.500,0.000,0.000,0.667,0.500,1.000,0.718,0.000,0.400,36
0.652,0.833,0.200,1.000,0.500,0.500,0.000,0.000,0.667,0.500,1.000,0.532,0.000,0.400,42
0.522,0.833,0.200,1.000,0.500,0.500,1.000,0.000,0.667,0.500,1.000,0.574,0.000,0.300,47
0.130,0.833,0.200,1.000,0.567,0.500,0.000,0.000,0.667,0.500,1.000,0.145,0.000,0.300,32
0.652,0.833,0.000,1.000,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.581,0.000,0.200,41
0.913,0.167,0.200,1.000,0.500,0.500,1.000,0.000,0.667,0.500,1.000,0.128,0.000,0.100,42
0.783,0.833,0.200,0.600,0.267,0.800,0.000,0.000,0.667,0.250,0.000,0.848,0.000,0.400,45
0.261,0.167,0.200,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.364,0.000,0.200,40
0.783,0.833,0.200,0.800,0.567,0.500,0.000,0.000,0.333,0.500,0.000,0.942,0.000,0.200,57
0.783,0.833,0.000,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.911,0.000,0.300,48
0.000,0.167,0.000,1.000,0.500,0.500,1.000,0.000,0.667,0.500,1.000,0.127,0.000,0.100,42
0.522,0.167,0.000,1.000,0.333,0.500,1.000,0.000,0.667,0.500,1.000,0.520,0.000,0.100,44
0.130,0.833,0.000,0.600,0.233,0.500,0.000,0.000,0.333,0.500,1.000,0.123,0.000,0.100,19
0.652,0.167,0.200,0.600,0.467,0.500,0.000,0.000,1.000,0.500,1.000,0.477,0.000,0.400,45
0.652,0.167,0.200,0.800,0.833,0.500,0.000,0.000,0.333,0.500,1.000,0.487,0.000,0.100,54
0.261,0.167,0.200,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.380,0.000,0.100,41
0.261,0.833,0.200,0.600,0.233,0.800,0.000,1.000,0.667,0.250,1.000,0.323,0.000,0.300,27
0.391,0.833,0.200,1.000,0.467,0.500,1.000,0.000,0.667,0.500,1.000,0.817,0.000,0.200,59
0.522,0.167,0.200,1.000,0.400,0.500,1.000,0.000,0.667,0.500,1.000,0.539,0.000,0.300,47
0.522,0.167,0.200,0.800,0.633,0.500,0.000,0.000,0.333,0.500,0.000,0.523,0.000,0.300,50
0.130,0.833,0.000,1.000,0.467,0.500,1.000,0.000,0.667,0.500,1.000,0.152,0.000,0.000,32
0.522,0.167,0.200,0.600,0.500,0.500,0.000,0.000,1.000,0.500,1.000,0.552,0.000,0.400,47
0.130,0.167,0.000,1.000,0.500,0.500,0.000,0.000,0.667,0.500,1.000,0.144,0.000,0.100,35
0.913,0.833,0.000,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.152,0.000,0.000,29
0.261,0.167,0.000,0.800,0.800,0.300,0.000,0.000,0.333,0.750,1.000,0.306,0.000,0.100,48
0.000,0.167,0.000,1.000,0.600,0.500,1.000,0.000,1.000,0.500,1.000,0.161,0.000,0.000,45
0.261,0.167,0.000,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.332,0.000,0.300,36
0.522,0.833,0.000,1.000,0.600,0.500,0.000,0.000,0.667,0.500,1.000,0.571,0.000,0.200,45
0.913,0.833,0.000,1.000,0.367,0.500,0.000,0.000,0.333,0.500,1.000,0.128,0.000,0.200,24
0.000,0.167,0.000,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.133,0.000,0.300,30
0.261,0.167,0.200,0.800,0.200,0.500,0.000,0.000,0.333,0.500,1.000,0.345,0.000,0.300,29
0.913,0.833,0.000,0.800,0.733,0.500,0.000,0.000,0.333,0.500,0.000,0.119,0.000,0.100,36
0.130,0.167,0.000,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.132,0.000,0.200,31
0.391,0.167,0.000,1.000,0.533,0.500,0.000,0.000,0.667,0.500,1.000,0.911,0.000,0.000,66
0.652,0.833,0.200,1.000,0.567,0.500,0.000,0.000,0.667,0.500,1.000,0.574,0.000,0.300,42
0.913,0.167,0.000,1.000,0.567,0.500,0.000,0.000,0.667,0.500,1.000,0.133,0.000,0.100,40
0.522,0.167,0.200,0.600,0.267,0.800,0.000,0.000,0.667,0.250,0.000,0.569,0.000,0.300,34
0.783,0.167,0.200,1.000,0.333,0.500,0.000,0.000,0.333,0.500,1.000,0.993,0.000,0.100,62
0.000,0.833,0.000,0.800,0.667,0.500,0.000,0.000,0.333,0.500,0.000,0.127,0.000,0.300,24
0.783,0.833,0.000,1.000,0.600,0.500,1.000,0.000,1.000,0.500,1.000,1.000,0.000,0.000,71
0.913,0.167,0.000,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.157,0.000,0.300,31
0.522,0.833,0.200,1.000,0.533,0.500,0.000,1.000,1.000,0.500,1.000,0.576,0.000,0.100,54
0.391,0.167,0.000,1.000,0.467,0.500,1.000,0.000,0.667,0.500,1.000,0.817,0.000,0.200,64
0.652,0.833,0.000,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.546,0.000,0.000,41
0.783,0.167,0.000,1.000,0.333,0.500,0.000,0.000,0.333,0.500,1.000,0.993,0.000,0.000,59
0.783,0.833,0.200,0.900,0.333,0.500,1.000,0.000,1.000,0.500,1.000,1.000,0.000,0.200,59
0.652,0.167,0.200,1.000,0.333,0.500,0.000,0.000,0.333,0.500,1.000,0.574,0.000,0.100,47
0.522,0.833,0.000,1.000,0.733,0.300,0.000,0.000,1.000,0.750,1.000,0.475,0.000,0.200,50
0.652,0.167,0.000,0.800,0.633,0.500,0.000,0.000,0.333,0.500,0.000,0.517,0.000,0.000,46
0.391,0.167,0.200,0.600,0.367,0.800,0.000,0.000,1.000,0.250,1.000,0.798,0.000,0.200,61
0.391,0.167,0.200,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.866,0.000,0.400,62
0.261,0.833,0.200,1.000,0.333,0.500,0.000,0.000,0.333,0.500,1.000,0.402,0.000,0.100,31
0.783,0.167,0.200,1.000,0.633,0.500,0.000,1.000,0.667,0.500,1.000,0.851,0.000,0.400,70
0.652,0.833,0.200,0.600,0.233,0.500,0.000,0.000,0.333,0.500,1.000,0.576,0.000,0.300,25
0.000,0.167,0.000,1.000,0.367,0.500,0.000,0.000,0.333,0.500,1.000,0.124,0.000,0.000,33
0.652,0.167,0.200,1.000,0.633,0.500,0.000,1.000,0.667,0.500,1.000,0.583,0.000,0.100,57
0.652,0.833,0.200,1.000,0.500,0.500,1.000,0.000,0.667,0.500,1.000,0.597,0.000,0.100,48
0.913,0.167,0.000,0.600,0.400,0.800,0.000,0.000,1.000,0.250,1.000,0.129,0.000,0.300,28
0.261,0.833,0.200,1.000,0.933,0.300,0.000,1.000,1.000,0.750,1.000,0.362,0.000,0.200,52
0.261,0.833,0.200,0.500,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.300,0.000,0.200,29
0.652,0.833,0.200,0.800,0.200,0.500,0.000,0.000,0.333,0.500,1.000,0.480,0.000,0.200,26
0.261,0.167,0.200,1.000,0.600,0.500,1.000,0.000,1.000,0.500,1.000,0.443,0.000,0.200,60
